example_id                                                   | status  | run_time        |
./spec/routing/countries_routing_spec.rb[1:1:1]              | passed  | 0.00144 seconds |
./spec/routing/countries_routing_spec.rb[1:1:2]              | passed  | 0.00085 seconds |
./spec/routing/countries_routing_spec.rb[1:1:3]              | passed  | 0.00086 seconds |
./spec/routing/countries_routing_spec.rb[1:1:4]              | passed  | 0.00092 seconds |
./spec/routing/countries_routing_spec.rb[1:1:5]              | passed  | 0.0008 seconds  |
./spec/routing/countries_routing_spec.rb[1:1:6]              | passed  | 0.00111 seconds |
./spec/routing/countries_routing_spec.rb[1:1:7]              | passed  | 0.00093 seconds |
./spec/routing/countries_routing_spec.rb[1:1:8]              | passed  | 0.00112 seconds |
./spec/routing/historical_data_routing_spec.rb[1:1:1:1]      | passed  | 0.001 seconds   |
./spec/routing/historical_data_routing_spec.rb[1:1:1:2]      | passed  | 0.00078 seconds |
./spec/routing/industries_routing_spec.rb[1:1:1]             | passed  | 0.0008 seconds  |
./spec/routing/industries_routing_spec.rb[1:1:2]             | passed  | 0.00071 seconds |
./spec/routing/industries_routing_spec.rb[1:1:3]             | passed  | 0.00073 seconds |
./spec/routing/industries_routing_spec.rb[1:1:4]             | passed  | 0.00085 seconds |
./spec/routing/industries_routing_spec.rb[1:1:5]             | passed  | 0.00127 seconds |
./spec/routing/industries_routing_spec.rb[1:1:6]             | passed  | 0.0007 seconds  |
./spec/routing/industries_routing_spec.rb[1:1:7]             | passed  | 0.0008 seconds  |
./spec/routing/industries_routing_spec.rb[1:1:8]             | passed  | 0.00148 seconds |
./spec/routing/markets_routing_spec.rb[1:1:1]                | passed  | 0.00106 seconds |
./spec/routing/markets_routing_spec.rb[1:1:2]                | passed  | 0.00085 seconds |
./spec/routing/markets_routing_spec.rb[1:1:3]                | passed  | 0.00065 seconds |
./spec/routing/markets_routing_spec.rb[1:1:4]                | passed  | 0.00069 seconds |
./spec/routing/markets_routing_spec.rb[1:1:5]                | passed  | 0.00094 seconds |
./spec/routing/markets_routing_spec.rb[1:1:6]                | passed  | 0.00092 seconds |
./spec/routing/markets_routing_spec.rb[1:1:7]                | passed  | 0.00072 seconds |
./spec/routing/markets_routing_spec.rb[1:1:8]                | passed  | 0.00074 seconds |
./spec/routing/sectors_routing_spec.rb[1:1:1]                | passed  | 0.00668 seconds |
./spec/routing/sectors_routing_spec.rb[1:1:2]                | passed  | 0.00076 seconds |
./spec/routing/sectors_routing_spec.rb[1:1:3]                | passed  | 0.00075 seconds |
./spec/routing/sectors_routing_spec.rb[1:1:4]                | passed  | 0.00083 seconds |
./spec/routing/sectors_routing_spec.rb[1:1:5]                | passed  | 0.00073 seconds |
./spec/routing/sectors_routing_spec.rb[1:1:6]                | passed  | 0.00081 seconds |
./spec/routing/sectors_routing_spec.rb[1:1:7]                | passed  | 0.00089 seconds |
./spec/routing/sectors_routing_spec.rb[1:1:8]                | passed  | 0.00078 seconds |
